['', 'Yizeng Li', 'Update documentation']
['Johannes Thumshirn', 'Christoph Hellwig', 'Re: [PATCH 3/8] btrfs: Switch to iomap_dio_rw() for dio']
['Christoph Hellwig', 'Robin Murphy', 'Re: [PATCH v2] dma-mapping: treat dev->bus_dma_mask as a DMA limit']
['Tran Ly Vu', 'Tran Ly  Ly VU', 'Update Vietnamese translation\n\nSigned-off-by: Tran Ly Vu <tranly.vu@accellion.com>']
['Chris Degawa', 'Christopher Degawa', "Merge remote-tracking branch 'upstream/master' into macasm"]
['Chris Green', 'Keith Kraus', "Merge branch 'branch-0.6' into add_hash_column_v2"]
['Chris Green', 'Keith Kraus', "Merge branch 'branch-0.6' into add_hash_column_v2"]
['Mandy Chessell', 'Daniela Otelea', "Merge branch 'master' into governance-engine-omas"]
['Christopher Martin', 'Giorgio Polvara', "Merge branch 'master' into patch-1"]
['MJ', 'Giorgio Polvara', "Merge branch 'master' into fix-user-event-type-method-documentation"]
['Christopher Watson', 'bisabella37', 'Update bio.js']
['Christopher Watson', 'bisabella37', 'Update bio.js']
['Christopher Watson', 'bisabella37', 'Update bio.js']
['bisabella37', 'Christopher Watson', 'Update bio.js']
['bisabella37', 'Christopher Watson', 'Update bio.js']
['bisabella37', 'Christopher Watson', 'Update bio.js']
['bisabella37', 'Christopher Watson', 'Update bio.js']
['bisabella37', 'Christopher Watson', 'Update bio.js']
['bisabella37', 'Christopher Watson', 'Update bio.js']
['ChronicPwnage', 'Nick', 'Update shotgun.dm']
['ChronicPwnage', 'Nick', 'Update shotgun.dm']
['Chuck Meyer', 'kddejong', "Merge branch 'master' into cmmeyer-Patch/603-MaintenanceWindowTarget"]
['kddejong', 'Chuck Meyer', "Merge branch 'master' into cmmeyer-Patch/603-MaintenanceWindowTarget"]
['ahana', 'Cindy Halim', "Merge branch 'feature/style' of github.com:cindyhalim/budget-app into feature/style"]
['Claire Lovisa', 'Erika Pauwels', 'Released v0.18.0']
['CZucca', 'Philip Leifeld', "Merge branch 'master' into issue66"]
['CZucca', 'Philip Leifeld', "Merge branch 'master' into issue66"]
['CZucca', 'Philip Leifeld', "Merge branch 'master' into issue66"]
['CZucca', 'Philip Leifeld', "Merge branch 'master' into issue66"]
['Claus Ibsen', 'Andrea Cosentino', 'Regen']
['Claus Ibsen', 'Andrea Cosentino', 'Regen']
['TJ Egan', 'Alison Joseph', "Merge branch 'master' into various-spacing-fixes"]
['TJ Egan', 'Alison Joseph', "Merge branch 'master' into various-spacing-fixes"]
['TJ Egan', 'Alison Joseph', "Merge branch 'master' into various-spacing-fixes"]
['TJ Egan', 'Alison Joseph', "Merge branch 'master' into various-spacing-fixes"]
['Nathan Byrnes', 'Cameron Justice', "Merge branch 'master' of https://github.com/cameron-justice/Chattlesnake"]
['gracemontagnino', 'CleanestMink126', "Merge branch 'master' of https://github.com/Olin-DSA/DSA-19"]
['CleanestMink126', 'gracemontagnino', "Merge branch 'master' of https://github.com/Olin-DSA/DSA-19"]
['Jeff Mitchell', 'Brian Kassouf', 'changelog++']
['Jeff Mitchell', 'Brian Kassouf', 'changelog++']
['Jeff Mitchell', 'Brian Kassouf', 'changelog++']
['Jeff Mitchell', 'Brian Kassouf', 'changelog++']
['CodeYHJ', 'ec1_100007866034_codeyhj', 'fix']
['ec1_100007866034_codeyhj', 'CodeYHJ', 'fix']
['ec1_100007866034_codeyhj', 'CodeYHJ', 'fix']
['pany-ang', 'tothethousand', 'Add files via upload']
['CodinMaster', 'rachit2501', "Merge branch 'master' of https://github.com/CodinMaster/FundingIndia_BooleanPandits"]
['Cole Richmond', 'greek4life', 'Update final.md']
['Cole Richmond', 'greek4life', 'Update final.md']
['Cole Richmond', 'greek4life', 'Update final.md']
['Cole Richmond', 'greek4life', 'Update final.md']
['Cole Richmond', 'greek4life', 'Update final.md']
['Cole Richmond', 'greek4life', 'Update final.md']
['Cole Richmond', 'greek4life', 'Update final.md']
['Cole Richmond', 'greek4life', 'Update final.md']
['Cole Richmond', 'greek4life', 'Update final.md']
['Cole Richmond', 'greek4life', 'Update final.md']
['Cole Richmond', 'greek4life', 'Update final.md']
['Cole Richmond', 'greek4life', 'Update final.md']
['greek4life', 'Cole Richmond', 'Update final.md']
['Cole Richmond', 'greek4life', 'Update final.md']
['Daniel Vetter', 'Tejun Heo', 'Re: [PATCH RFC v4 01/16] drm: Add drm_minor_for_each']
['opbld16', 'opbld15', 'Merging changes synced from https://github.com/MicrosoftDocs/cpp-docs-pr (branch live)']
['opbld15', 'opbld16', 'Merging changes synced from https://github.com/MicrosoftDocs/cpp-docs-pr (branch live)']
['CompulsiveCoderCI', 'CompulsiveCoder', 'Updated version [ci skip]']
['Conengmo', 'Frank', 'First working version']
['Cong Chen', 'Mandy Chessell', "Merge branch 'master' into doc/add-notes-workshop-october"]
['Guy Ackermans', 'Nigel Jones', "Merge branch 'master' into januspomfix"]
['Mandy Chessell', 'Cong Chen', "Merge branch 'master' into doc/add-notes-workshop-october"]
['Guy Ackermans', 'Nigel Jones', "Merge branch 'master' into januspomfix"]
['Mandy Chessell', 'Bogdan Sava', "Merge branch 'master' into doc/august-workshop-2019"]
['Bogdan Sava', 'Mandy Chessell', "Merge branch 'master' into doc/august-workshop-2019"]
['mw123878', 'hmehain', "Merge branch 'WIP' into feature-divide"]
['mw123878', 'hmehain', "Merge branch 'WIP' into feature-divide"]
['ConnorLand', 'Adam Dupaski', 'Proofread']
['ConnorLand', 'Adam Dupaski', 'Proofread']
['Connor', 'Alison Joseph', "Merge branch 'master' into add-pattern"]
['Connor', 'Alison Joseph', "Merge branch 'master' into add-pattern"]
['connor-leech', 'Alison Joseph', "Merge branch 'master' into QA_Edits2-Connor"]
['connor-leech', 'Josefina Mancilla', "Merge branch 'master' into QA_Edits2-Connor"]
['connor-leech', 'Alison Joseph', "Merge branch 'master' into QA_Edits2-Connor"]
['Alison Joseph', 'Josefina Mancilla', "Merge branch 'master' into QA_Edits2-Connor"]
['Anna Gonzales', 'Josefina Mancilla', "Merge branch 'master' into style-tab-qa"]
['Anna Gonzales', 'Josefina Mancilla', "Merge branch 'master' into style-tab-qa"]
['jeanservaas', 'Alison Joseph', "Merge branch 'master' into Overview"]
['Josefina Mancilla', 'Alison Joseph', "Merge branch 'master' into QA_Edits2-Connor"]
['ConnyB', 'Conny Barrios', "Merge branch 'master' of https://github.com/aliaa115/DesarrolloWebProyectoFinal"]
['ConstanceVjl', 'louis', 'Update app.json']
['ConstanceVjl', 'louis', 'Update app.json']
['louis', 'ConstanceVjl', 'Update app.json']
['louis', 'ConstanceVjl', 'Update app.json']
['louis', 'ConstanceVjl', 'Update app.json']
['louis', 'ConstanceVjl', 'Update app.json']
['louis', 'ConstanceVjl', 'Update app.json']
['louis', 'ConstanceVjl', 'Update app.json']
['louis', 'ConstanceVjl', 'Update app.json']
['louis', 'ConstanceVjl', 'Update app.json']
['louis', 'ConstanceVjl', 'Update app.json']
['louis', 'ConstanceVjl', 'Update app.json']
['louis', 'ConstanceVjl', 'Update app.json']
['louis', 'ConstanceVjl', 'Update app.json']
['Corey', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'Manu Patil', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'brycemann8334', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'Manu Patil', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'Manu Patil', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'brycemann8334', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'Manu Patil', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['wFairmanOlin', 'Manu Patil', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['wFairmanOlin', 'Corey', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['wFairmanOlin', 'brycemann8334', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['wFairmanOlin', 'Corey', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['wFairmanOlin', 'Manu Patil', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Manu Patil', 'Corey', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Manu Patil', 'brycemann8334', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Manu Patil', 'Corey', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Manu Patil', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Manu Patil', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'brycemann8334', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'Manu Patil', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['brycemann8334', 'Corey', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['brycemann8334', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['brycemann8334', 'Manu Patil', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['brycemann8334', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'Manu Patil', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['wFairmanOlin', 'Manu Patil', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Manu Patil', 'wFairmanOlin', "Merge branch 'master' of https://github.com/olin-electric-motorsports/OEM_Preferred_Parts"]
['Corey', 'Eric Tolliver', 'Update main.lua']
['Corey', 'Travis', 'Update main.lua']
['Corey', 'Brian', 'Update main.lua']
['Corey', 'Brian', 'Update main.lua']
['Corey', 'Brian', 'Update main.lua']
['Eric Tolliver', 'Travis', 'Update main.lua']
['Eric Tolliver', 'Brian', 'Update main.lua']
['Eric Tolliver', 'Brian', 'Update main.lua']
['Eric Tolliver', 'Brian', 'Update main.lua']
['Travis', 'Brian', 'Update main.lua']
['Travis', 'Brian', 'Update main.lua']
['Travis', 'Brian', 'Update main.lua']
['AJ', 'Precious', "Merge remote-tracking branch 'upstream/master'"]
['AJ', 'Jackson Calhoun', "Merge remote-tracking branch 'upstream/master'"]
['AJ', 'Daniel V', "Merge remote-tracking branch 'upstream/master'"]
['AJ', 'Brian', "Merge remote-tracking branch 'upstream/master'"]
['Precious', 'Jackson Calhoun', "Merge remote-tracking branch 'upstream/master'"]
['Precious', 'Daniel V', "Merge remote-tracking branch 'upstream/master'"]
['Precious', 'Brian', "Merge remote-tracking branch 'upstream/master'"]
['Jackson Calhoun', 'Daniel V', "Merge remote-tracking branch 'upstream/master'"]
['Jackson Calhoun', 'Brian', "Merge remote-tracking branch 'upstream/master'"]
['Daniel V', 'Brian', "Merge remote-tracking branch 'upstream/master'"]
['Corey', 'Eric Tolliver', 'Update main.lua']
['Corey', 'sam', 'Update main.lua']
['Corey', 'Travis', 'Update main.lua']
['Corey', 'Brian', 'Update main.lua']
['Eric Tolliver', 'sam', 'Update main.lua']
['Eric Tolliver', 'Travis', 'Update main.lua']
['Eric Tolliver', 'Brian', 'Update main.lua']
['Eric Tolliver', 'Corey', 'Update main.lua']
['Eric Tolliver', 'Corey', 'Update main.lua']
['sam', 'Travis', 'Update main.lua']
['sam', 'Brian', 'Update main.lua']
['sam', 'Corey', 'Update main.lua']
['sam', 'Corey', 'Update main.lua']
['Travis', 'Brian', 'Update main.lua']
['Travis', 'Corey', 'Update main.lua']
['Travis', 'Corey', 'Update main.lua']
['Brian', 'Corey', 'Update main.lua']
['Brian', 'Corey', 'Update main.lua']
['AJ', 'Precious', "Merge remote-tracking branch 'upstream/master'"]
['AJ', 'Jackson Calhoun', "Merge remote-tracking branch 'upstream/master'"]
['AJ', 'sam', "Merge remote-tracking branch 'upstream/master'"]
['Precious', 'Jackson Calhoun', "Merge remote-tracking branch 'upstream/master'"]
['Precious', 'sam', "Merge remote-tracking branch 'upstream/master'"]
['Jackson Calhoun', 'sam', "Merge remote-tracking branch 'upstream/master'"]
['Brandon R. Straley', 'Corey Gillen', "Merge branch 'master' into feature/gem-cleaning"]
['Caroline Russell', 'Cori Caridine', 'Merge pull request #1 from lornitzoa/dev\n\nDev']
['Cornelia Huck', 'Sean Christopherson', 'Re: [PATCH v2 35/45] KVM: s390: Manually invoke vcpu setup during\n kvm_arch_vcpu_create()']
['Cristian Gaggino', 'Guche Mantuano', '[ci deploy]']
['Cristian Lujan', 'Cxristian', "Merge branches '29_set_base_configurate_webdriver' and 'develop' of https://github.com/AKatrin/Gugumber into 29_set_base_configurate_webdriver"]
['Lungu Cristian', 'Eugeniu Rusu', "Merge branch 'develop' into 1519/restrict-landscape"]
['stefan.butura', 'stefanbutura', "Merge branch 'develop'"]
['stefan.butura', 'stefanbutura', "Merge branch 'develop'"]
['stefan.butura', 'stefanbutura', "Merge branch 'develop'"]
['stefan.butura', 'stefanbutura', "Merge branch 'develop'"]
['stefan.butura', 'stefanbutura', "Merge branch 'develop'"]
['stefan.butura', 'stefanbutura', "Merge branch 'develop'"]
['stefan.butura', 'stefanbutura', "Merge branch 'develop'"]
['ptibogxiv', 'Laurent Destailleur', 'Update llx_c_shipment_mode.key.sql']
['ptibogxiv', 'Laurent Destailleur', 'Update 9.0.0-10.0.0.sql']
['ptibogxiv', 'Laurent Destailleur', 'Update 9.0.0-10.0.0.sql']
['CromwellEnage', 'Cromwell D. Enage', 'Reinstate documentation with corrections']
['Curious', 'flower', 'lab4']
['Curtis', 'calebfavor', 'New build']
['Cxiaoyu', 'bruce', "Merge branch 'develop' of github.com:dapapi/Corvus-Web into develop"]
['bruce', 'Cxiaoyu', 'fix']
['bruce', 'Cxiaoyu', "Merge branch 'develop' of github.com:dapapi/Corvus-Web into develop"]
['bruce', 'Cxiaoyu', "Merge branch 'develop' of github.com:dapapi/Corvus-Web into develop"]
['Xiao Wang', 'username', "Merge branch 'develop' of https://github.com/dapapi/Corvus-Web into develop"]
['Xiao Wang', 'username', "Merge branch 'develop' of https://github.com/dapapi/Corvus-Web into develop"]
['axelvm', 'mottez', "Merge branch 'master' into AxelDev"]
['axelvm', 'mottez', "Merge branch 'master' into AxelDev"]
['Al Sierra', 'Cyril Tsiboulski', "Merge branch 'dev' of github.com:mjh-nyc/mjh-superproject into dev"]
['Al Sierra', 'Cyril Tsiboulski', "Merge branch 'dev' of github.com:mjh-nyc/mjh-superproject into dev"]
['Cyrus Diego', 'QiulinYu', 'Update README.md']
['Cyrus Vafadari', 'Randall Hauch', "Merge branch '5.0.x' into 5.1.x"]
['Moon Bear', 'Jack', "Merge branch 'master' into 11.7.1"]
['Gustav Björk', 'whalemane', "Merge branch 'dev' into U415/T437-FindIntersectionAxisBetweenAABBs"]
['DAZHA', 'Leyusf', 'Update 无名之地.py']
['DAZHA', 'Leyusf', 'Update 无名之地.py']
['DAZHA', 'Leyusf', 'Update fileSave.json']
['DAZHA', 'Leyusf', 'Update 无名之地.py']
['DAZHA', 'Leyusf', 'Update 无名之地.py']
['DAZHA', 'Leyusf', 'Update fileSave.json']
['DELL', 'fathimasamrin', 'second commit']
['DESKTOP-LD91P4T\\Lydia', 'Lydia Ann Assion-Nielsen', 'no message']
['DESKTOP-LD91P4T\\Lydia', 'Lydia Ann Assion-Nielsen', 'no message']
['DESKTOP-LD91P4T\\Lydia', 'Lydia Ann Assion-Nielsen', 'no message']
['Lydia Ann Assion-Nielsen', 'DESKTOP-LD91P4T\\Lydia', 'no message']
['DESKTOP-LD91P4T\\Lydia', 'Lydia Ann Assion-Nielsen', 'no message']
['Damen Michael Birtola', 'dbirtola', 'Merged alexai']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['joantiscar', 'DIOS', 'Sync']
['joantiscar', 'DIOS', 'Sync']
['joantiscar', 'DIOS', 'Sync']
['joantiscar', 'DIOS', 'Sync']
['joantiscar', 'DIOS', 'Sync']
['joantiscar', 'DIOS', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['DIOS', 'joantiscar', 'Sync']
['joantiscar', 'DIOS', 'Sync']
['DIS', 'disstudio', 'Added custom message saving functions']
['Adam Warner', 'XhmikosR', "Merge branch 'development' into autoprefixer"]
['DOJourneys', 'Jason Charles', "Merge remote-tracking branch 'upstream/master' into JCharles"]
['DOJourneys', 'Jason Charles', "Merge remote-tracking branch 'upstream/master' into JCharles"]
['DZborek', 'Dawid Zborowski', "Merge branch 'master' into WPF"]
['DZborek', 'Dawid Zborowski', "Merge branch 'master' into WPF"]
['Eddie A Tejeda', 'Dahianna Salazar Foreman', 'Update _config.yml']
['Daigoro', 'bibimuu', '再プッシュ']
['Dain Sundstrom', 'David Phillips', '[maven-release-plugin] prepare for next development iteration']
['Sunil Garg', 'Sally Erickson', 'Update potential-use-cases.md']
['Sunil Garg', 'Sally Erickson', 'Update potential-use-cases.md']
['Sunil Garg', 'Tonya Fehr', 'Update potential-use-cases.md']
['Sally Erickson', 'Tonya Fehr', 'Update potential-use-cases.md']
['Sally Erickson', 'Tonya Fehr', 'Update potential-use-cases.md']
